Datum;Uhrzeit;Deutschland/Luxemburg[€/MWh];∅ Anrainer DE/LU[€/MWh];Belgien[€/MWh];Dänemark 1[€/MWh];Dänemark 2[€/MWh];Frankreich[€/MWh];Niederlande[€/MWh];Norwegen 2[€/MWh];Österreich[€/MWh];Polen[€/MWh];Schweden 4[€/MWh];Schweiz[€/MWh];Tschechien[€/MWh];DE/AT/LU[€/MWh];Italien (Nord)[€/MWh];Slowenien[€/MWh];Ungarn[€/MWh]
12.04.2022;01:00;188,71;176,41;188,71;188,71;188,71;188,71;188,71;182,67;188,71;139,91;100,02;196,9;188,71;-;229,43;188,71;188,71
12.04.2022;02:00;184,13;173,92;183,6;184,13;184,13;188,15;185,28;179,35;184,98;137,69;100,03;201,62;184,13;-;228,27;184,98;184,98
12.04.2022;03:00;183;171,33;183;183;183;183;183;179,04;183;134,55;100,06;190,03;183;-;229,43;183;183
12.04.2022;04:00;185,55;173,59;185,55;185,55;185,55;185,55;185,55;179,99;185,55;139,71;100,07;190,88;185,55;-;230,06;185,55;185,55
12.04.2022;05:00;191,53;187,81;191,53;191,53;191,53;191,53;191,53;185,4;191,53;149,2;186,93;203,65;191,53;-;238,07;191,53;191,53
12.04.2022;06:00;229,54;222,17;229,54;229,54;229,54;229,54;229,54;198,7;229,54;175,9;229,54;233;229,54;-;290;229,54;229,54
12.04.2022;07:00;268,78;254,94;268,78;268,78;268,78;268,78;268,78;205,88;268,78;177,44;268,78;270,8;268,78;-;311;300,53;268,78
12.04.2022;08:00;260,33;248,43;260,33;260,33;260,33;260,33;260,33;214,22;260,33;162,52;260,33;273,31;260,33;-;311;260,33;260,33
12.04.2022;09:00;219,02;219,81;230,73;219,02;219,02;252,88;219,02;199,99;228,56;137,76;219,02;272,88;219,02;-;276,32;228,56;228,56
12.04.2022;10:00;182,51;194,88;192;182,51;182,51;266,13;182,51;182,51;205,11;120,33;182,51;265,09;182,51;-;266,13;205,11;182,51
12.04.2022;11:00;172,32;182,05;156,61;172,32;172,32;249,53;172,32;178,01;194,13;117,27;172,32;245,39;172,32;-;249,53;194,13;172,32
12.04.2022;12:00;136,12;158,52;113,42;136,12;136,12;246,2;136,12;174,38;167,91;117,11;136,12;244,09;136,12;-;246,2;167,91;150,18
12.04.2022;13:00;110,02;146,32;157,71;110,02;110,02;242,85;110,02;173,59;147,63;110,02;110,02;227,57;110,02;-;242,85;147,63;147,63
12.04.2022;14:00;100,01;140,75;152;100,01;100,01;244,81;100,01;173,49;149,45;103,32;100,01;221,78;103,32;-;244,81;149,45;149,45
12.04.2022;15:00;118,14;150,84;162,68;118,14;118,14;241,58;118,14;173,19;152,78;118,14;118,14;220,16;118,14;-;241,58;152,78;152,78
12.04.2022;16:00;139,9;164,58;174,51;139,9;139,9;240,24;139,9;175,05;167,37;132,38;139,9;221,31;139,9;-;240,24;182;167,37
12.04.2022;17:00;179,4;199;225,4;179,4;179,4;231,32;220,8;179,4;239,91;148,43;179,4;226,12;179,4;-;250;239,91;239,91
12.04.2022;18:00;215,47;223,09;260;215,47;215,47;258,02;249,9;184,63;247,91;161,43;184,63;261,05;215,47;-;282,32;282,32;247,91
12.04.2022;19:00;235,09;234,67;277,33;194,95;194,95;277,33;277,33;187,03;265,97;193,72;194,95;282,72;235,09;-;349,19;349,19;273,36
12.04.2022;20:00;233,47;239,96;287,7;200,03;200,03;280,04;309,18;185,97;244,99;213,09;200,03;285,07;233,47;-;375;375;278,41
12.04.2022;21:00;189,08;222,99;291;189,08;189,08;282,26;295,7;182,37;211,21;149,36;182,37;275,51;205;-;330;330;211,21
12.04.2022;22:00;177,46;203,31;224,63;177,46;173,2;270;260;176,26;199,27;139,91;173,2;264,97;177,46;-;282,32;270;199,27
12.04.2022;23:00;137,74;182,98;276,4;137,74;109,95;260;250;172,07;167,81;137,74;109,95;253,37;137,74;-;260;230;167,81
13.04.2022;00:00;161,67;176,14;229,9;161,67;76,41;242,75;265;173,14;180,35;128,9;76,41;241,32;161,67;-;242,75;195;180,35
13.04.2022;01:00;165,81;167,66;188,74;165,81;76,84;229,77;233,66;172,08;182,85;123,08;76,84;228,81;165,81;-;229,77;182,85;182,85
13.04.2022;02:00;163,31;165,7;199,16;163,31;76,9;220;231;171,12;178,7;119,45;76,9;222,87;163,31;-;227,25;178,7;178,7
13.04.2022;03:00;167,63;162,1;194,29;167,63;77,86;201,85;217,3;174,93;177,04;118,17;77,86;208,56;167,63;-;224;177,04;177,04
13.04.2022;04:00;180,73;161,38;184,38;180,73;78,61;190,9;193,73;178,5;183,44;119,45;78,61;206,13;180,73;-;223,37;183,44;183,44
13.04.2022;05:00;212,32;174,55;212,32;163,2;90,36;212,32;212,32;179,94;212,32;111,71;90,36;222,88;212,32;-;231,56;212,32;212,32
13.04.2022;06:00;248,74;216,92;248,74;199,94;183,2;248,74;248,74;183,2;248,74;134,82;183,2;258,11;248,74;-;258,2;248,74;248,74
13.04.2022;07:00;267,52;226,67;270,47;189,02;187,97;269,35;262;187,97;268,1;124,35;187,97;278,6;267,52;-;278,7;268,1;268,1
13.04.2022;08:00;273,83;231,82;273,83;197,47;196,15;273,83;273,83;191,75;273,83;121,69;191,75;282,05;273,83;-;286,18;273,83;273,83
13.04.2022;09:00;254,25;221,96;254,25;194,48;194,48;254,25;254,25;188,84;254,25;131,76;188,84;271,91;254,25;-;263,14;254,25;254,25
13.04.2022;10:00;212,9;204,17;260,8;193,45;193,45;242,75;242,4;187,84;222,36;117,75;117,75;254,39;212,9;-;242,75;222,36;212,9
13.04.2022;11:00;192,45;193,83;245,6;192,1;192,1;234,99;228,22;186,53;205,43;106,47;106,47;241,75;192,45;-;234,99;205,43;192,45
13.04.2022;12:00;188,72;184,52;207,94;188,72;188,72;227,67;220,1;184,19;199,68;96,89;96,89;230,21;188,72;-;227,67;199,68;188,72
13.04.2022;13:00;195,04;178,73;199,69;194,25;194,25;208;198;187,67;198,26;92,37;81,34;217,18;195,04;-;208;198,26;195,04
13.04.2022;14:00;200,05;178,72;200,63;196,15;196,15;201,18;201,28;189,55;200,38;97,77;73,06;209,7;200,05;-;211;200,38;200,05
13.04.2022;15:00;196;176,81;196;196;196;196;196;189,56;196;109,56;69,28;204,5;196;-;221,51;196;196
13.04.2022;16:00;200,47;182,49;200,47;199,93;199,93;200,47;200,47;190,19;200,47;124,13;76,13;214,72;200,47;-;231,18;200,47;200,47
13.04.2022;17:00;241,25;212,83;241,25;241,25;241,25;241,25;241,25;189,06;241,25;133,22;89,98;240,14;241,25;-;241,25;241,25;241,25
13.04.2022;18:00;266,2;233,98;266,2;266,2;266,2;266,2;266,2;188,65;266,2;155,71;99,94;266,13;266,2;-;266,2;266,2;266,2
13.04.2022;19:00;298,95;262;298,95;298,95;298,95;298,95;298,95;188,91;298,95;196,51;109,99;293,98;298,95;-;298,95;298,95;298,95
13.04.2022;20:00;301,63;262,9;301,63;301,63;301,63;301,63;301,63;189,63;301,63;189,05;109,93;291,91;301,63;-;301,63;301,63;301,63
13.04.2022;21:00;269,03;231,72;269,03;269,03;269,03;269,03;269,03;191,17;269,03;129,98;72,4;272,14;269,03;-;269,03;269,03;269,03
13.04.2022;22:00;250;217,38;250;250;250;250;250;191,75;250;128,5;64,34;256,61;250;-;250;250;250
13.04.2022;23:00;231,94;202,07;231,94;231,94;231,94;231,94;231,94;191,1;231,94;114,91;58,73;234,42;231,94;-;235,7;231,94;231,94
14.04.2022;00:00;232,45;202,63;232,45;232,45;232,45;232,45;232,45;196,87;232,45;105,54;68,78;230,56;232,45;-;234,03;232,45;232,45
14.04.2022;01:00;207,63;184,65;207,63;207,63;207,63;207,63;207,63;195,08;207,63;100,27;64,53;217,86;207,63;-;228;207,63;207,63
14.04.2022;02:00;200,14;179,9;200,14;200,14;200,14;200,14;200,14;193,67;200,14;110,19;65,84;208,24;200,14;-;226,79;200,14;200,14
14.04.2022;03:00;198,05;178,58;198,05;198,05;198,05;198,05;198,05;191,71;198,05;116,31;70,07;199,91;198,05;-;226,79;198,05;198,05
14.04.2022;04:00;199,97;180,36;199,97;199,97;199,97;199,97;199,97;191,78;199,97;117,04;72,63;202,7;199,97;-;227,58;199,97;199,97
14.04.2022;05:00;204,46;185,97;204,46;204,46;204,46;204,46;204,46;195,93;204,46;124,91;73,6;219,98;204,46;-;233,6;204,46;204,46
14.04.2022;06:00;254;226,94;254;254;254;254;254;194,45;254;165,6;100,09;258,17;254;-;254;254;254
14.04.2022;07:00;272,33;250,71;272,33;272,33;272,33;272,33;272,33;196,14;272,33;179,12;196,14;280,13;272,33;-;290;272,33;272,33
14.04.2022;08:00;282,11;257,52;282,11;282,11;282,11;282,11;282,11;199,95;282,11;176,64;199,95;281,4;282,11;-;291;282,11;282,11
14.04.2022;09:00;252,78;231,09;252,78;252,78;252,78;252,78;252,78;194,62;252,78;157,61;159,95;260,4;252,78;-;260,5;252,78;252,78
14.04.2022;10:00;216,35;203,08;216,35;205,62;205,62;216,35;216,35;195,43;216,35;156,33;155,1;234,02;216,35;-;237,31;216,35;216,35
14.04.2022;11:00;212,54;199,09;212,54;199,91;199,91;212,54;212,54;194,11;212,54;157,57;159,91;215,83;212,54;-;225,72;212,54;212,54
14.04.2022;12:00;202,24;189,24;201,45;197,44;197,44;202,76;201,93;191,72;202,38;157,23;125,06;202,02;202,24;-;202,76;202,38;202,24
14.04.2022;13:00;195,19;182,36;195,19;194,58;194,58;195,19;195,19;188,94;195,19;145,5;109,99;196,42;195,19;-;195,19;195,19;195,19
14.04.2022;14:00;193,64;180,22;193,64;193,24;193,24;193,64;193,64;187,63;193,64;150,8;98,26;191;193,64;-;193,64;193,64;193,64
14.04.2022;15:00;191,99;175,59;191,99;191,6;191,6;191,99;191,99;186,04;191,99;130,99;83,63;187,7;191,99;-;216,99;191,99;191,99
14.04.2022;16:00;194,53;184,23;194,53;193,93;193,93;194,53;194,53;188,3;194,53;145,46;139,95;192,34;194,53;-;227,58;194,53;194,53
14.04.2022;17:00;212,8;196,67;212,8;199,99;199,99;212,8;212,8;191,74;212,8;173,46;113,85;220,3;212,8;-;242;212,8;212,8
14.04.2022;18:00;244,94;223,86;244,94;227,53;227,53;244,94;244,94;193,12;244,94;215,39;125,03;249,16;244,94;-;257;247,01;244,94
14.04.2022;19:00;271,07;256,1;271,07;271,07;271,07;271,07;271,07;195,59;271,07;242,49;204,59;276,91;271,07;-;299;299;271,07
14.04.2022;20:00;272,31;256,56;272,31;272,31;272,31;272,31;272,31;197,07;272,31;267,99;174,5;276,4;272,31;-;321;321;272,31
14.04.2022;21:00;265,46;240,43;265,46;246,14;246,14;265,46;265,46;196,74;265,46;214,87;154,99;258,53;265,46;-;265,46;265,46;265,46
14.04.2022;22:00;253,68;215,25;253,68;227,57;205,64;253,68;253,68;199,12;253,68;167,07;57,78;242,14;253,68;-;253,68;253,68;253,68
14.04.2022;23:00;234,36;200,73;230;202,57;202,57;238,98;230,61;196,69;235,4;170,15;44,66;222,08;234,36;-;238,98;235,4;235,4
15.04.2022;00:00;214,9;188,52;214,9;200,63;200,63;214,9;214,9;200,63;214,9;137,66;49,78;209,93;214,9;-;237,07;214,9;214,9
15.04.2022;01:00;198,45;179,58;204,58;197,64;197,64;202,21;217;191,91;199,06;124,28;45,76;196,88;198,45;-;235,37;199,06;199,06
15.04.2022;02:00;194,28;175,48;198,77;194,28;194,28;197,03;208,35;188,65;194,73;123,86;44,73;191,28;194,28;-;234,45;194,73;194,73
15.04.2022;03:00;190,49;172,4;195,75;190,49;185,93;193,7;208,19;187,83;191,01;121,91;44,79;186,33;190,49;-;219,42;191,01;191,01
15.04.2022;04:00;191,86;171,44;192,43;191,86;176,8;192,21;193,56;187,37;191,92;132,27;49,9;185,61;191,86;-;230;191,92;191,92
15.04.2022;05:00;196,86;174,28;196,86;196,26;165,18;196,86;196,86;190,56;196,86;135,72;55,02;190,07;196,86;-;235,37;196,86;196,86
15.04.2022;06:00;205,33;173,86;205,33;203,61;68,78;205,33;205,33;197,71;205,33;154;68,78;192,92;205,33;-;249,28;205,33;205,33
15.04.2022;07:00;220,78;184,16;221,81;208,81;65,15;221,41;222,7;201,23;220,91;174,07;65,15;203,7;220,78;-;288,73;220,91;220,91
15.04.2022;08:00;209,88;199,33;242,51;209,88;196,14;229,31;240,41;195,26;214,77;177,79;69,41;207,29;209,88;-;300;214,77;214,77
15.04.2022;09:00;189,92;196,06;255,4;189,92;189,92;228,43;257,21;192,15;200,86;182,06;70,07;200,77;189,92;-;261,07;200,86;189,92
15.04.2022;10:00;190,62;178,27;192,68;190,62;190,62;191,87;197,32;188,44;190,79;167,84;69,59;190,6;190,62;-;235,16;190,79;190,62
15.04.2022;11:00;186,55;172,85;188,69;186,55;186,55;187,81;189,12;185,63;186,91;150,13;66,9;186,53;186,55;-;225,01;186,91;186,55
15.04.2022;12:00;160,03;159,47;170,27;160,03;160,03;188,03;187,2;181,07;167,21;131,41;65,11;183,77;160,03;-;199,91;167,21;160,03
15.04.2022;13:00;167,65;154,54;167,65;167,65;167,65;167,65;167,65;173,19;167,65;118,13;62,31;172,74;167,65;-;194,59;167,65;167,65
15.04.2022;14:00;157,38;145,04;157,38;157,38;157,38;157,38;157,38;170;157,38;118,21;51,2;154,42;157,38;-;203,65;157,38;157,38
15.04.2022;15:00;151,11;142,3;151,11;151,11;151,11;151,11;151,11;170,51;151,11;120,6;53,3;163,11;151,11;-;209,46;151,11;151,11
15.04.2022;16:00;155,01;145,66;155,01;155,01;155,01;155,01;155,01;175,09;155,01;116,62;62,01;163,5;155,01;-;232;155,01;155,01
15.04.2022;17:00;179,32;163,72;179,32;179,32;179,32;179,32;179,32;184,05;179,32;113,61;68,39;179,58;179,32;-;237,07;179,32;179,32
15.04.2022;18:00;196,21;176,77;196,21;196,21;196,21;196,21;196,21;187,77;196,21;113,61;69,96;199,69;196,21;-;253,01;196,21;196,21
15.04.2022;19:00;228,35;201,52;228,35;228,35;228,35;228,35;228,35;195,77;228,35;118,07;79,26;225,13;228,35;-;311;228,35;228,35
15.04.2022;20:00;235,99;207,93;235,99;235,99;235,99;235,99;235,99;212,21;235,99;122,23;70,82;230,03;235,99;-;313;235,99;235,99
15.04.2022;21:00;208,84;199,88;252,05;208,84;208,84;235,26;266,05;202,37;208,84;118,21;68,61;220,82;208,84;-;309,99;208,84;208,84
15.04.2022;22:00;205,09;194,35;237,28;205,09;205,09;224,45;248;198,32;205,09;131,41;62,71;215,34;205,09;-;251,68;205,09;205,09
15.04.2022;23:00;196,24;183,62;223;196,24;196,24;213,81;226,71;190,56;196,24;114,2;58,99;207,56;196,24;-;237,34;196,24;196,24
16.04.2022;00:00;191,16;170,97;191,16;191,16;191,16;191,16;191,16;189,13;191,16;85,41;76,39;191,6;191,16;-;230,17;191,16;191,16
16.04.2022;01:00;183,37;164,91;183,37;183,37;183,37;183,37;183,37;187,4;183,37;88,86;69,78;184,41;183,37;-;230,17;183,37;183,37
16.04.2022;02:00;178;160,52;178,14;178;178;178,09;178,39;184,28;178,02;87,67;69,08;178,05;178;-;230,17;178,02;178
16.04.2022;03:00;174,21;157,5;174,21;174,21;174,21;174,21;174,21;179,79;174,21;88,92;68,52;175,79;174,21;-;227,43;174,21;174,21
16.04.2022;04:00;171,81;157,24;176,24;171,81;171,81;174,46;183,7;178,55;172,26;89,25;68,06;171,72;171,81;-;226,36;172,26;171,81
16.04.2022;05:00;179,54;161,41;180,08;179,54;179,54;179,87;181;184,04;179,6;89,2;65;178,1;179,54;-;228,92;179,6;179,6
16.04.2022;06:00;188,98;167,57;188,98;188,98;188,98;188,98;188,98;184,96;188,98;90,61;62,43;182,41;188,98;-;230,17;188,98;188,98
16.04.2022;07:00;191,12;171,8;191,12;191,12;191,12;191,12;191,12;185,19;191,12;118,81;61,78;186,19;191,12;-;232,04;191,12;191,12
16.04.2022;08:00;189,6;171,72;189,6;189,6;189,6;189,6;189,6;184,43;189,6;127,26;65,53;184,55;189,6;-;230,17;189,6;189,6
16.04.2022;09:00;172,62;158,68;172,62;172,62;172,62;172,62;172,62;178,41;172,62;122,34;64,97;171,46;172,62;-;230,17;172,62;172,62
16.04.2022;10:00;146,58;138,05;146,58;146,58;146,58;146,58;146,58;172,79;146,58;104,09;64,91;150,75;146,58;-;207,2;146,58;146,58
16.04.2022;11:00;121,99;117,65;121,99;121,99;121,99;121,99;121,99;170;121,99;86,04;59,15;125,04;121,99;-;150;121,99;121,99
16.04.2022;12:00;82,36;86,84;52,64;82,36;82,36;99,99;69,26;159,04;86,2;82,36;62,61;96,03;82,36;-;99,99;86,2;91,92
16.04.2022;13:00;52,9;60,13;-9,96;52,9;52,07;89,99;25,05;151,02;61,02;70,72;51,88;55,77;61,02;-;89,99;61,02;102,32
16.04.2022;14:00;33,78;45,37;18,11;33,78;34,61;42,97;26,84;145,77;35,8;69,01;34,61;22,96;34,61;-;42,97;35,8;99,72
16.04.2022;15:00;40,32;52,48;40,32;40,32;40,32;40,32;40,32;140,71;40,32;73,33;40,32;40,66;40,32;-;89,99;40,32;105,04
16.04.2022;16:00;65,84;68,04;65,84;65,84;65,84;65,84;65,84;91,15;65,84;81,14;52,22;63,03;65,84;-;165;65,84;134,03
16.04.2022;17:00;107,71;108,88;107,71;107,71;107,71;107,71;107,71;151,32;107,71;105,51;54,85;132;107,71;-;197,16;107,71;132,99
16.04.2022;18:00;171,19;159,89;171,19;171,19;171,19;171,19;171,19;173,19;171,19;150,75;57,12;179,44;171,19;-;210;171,19;171,19
16.04.2022;19:00;195,08;181,69;195,08;195,08;195,08;195,08;195,08;184,14;195,08;195,08;58,72;195,1;195,08;-;235,01;195,08;207,95
16.04.2022;20:00;205,81;189,81;205,81;205,81;205,81;205,81;205,81;187,79;205,81;205,81;54,11;199,52;205,81;-;240;205,81;228,58
16.04.2022;21:00;194,47;180,8;194,47;194,47;194,47;194,47;194,47;187,2;194,47;194,47;51,78;194,06;194,47;-;218,9;194,47;194,47
16.04.2022;22:00;175,84;165,5;175,84;175,84;175,84;175,84;175,84;182,7;175,84;172,33;48,52;186,06;175,84;-;215,48;175,84;175,84
16.04.2022;23:00;166,88;156,7;166,88;166,88;166,88;166,88;166,88;172,4;166,88;162,4;40,73;179,96;166,88;-;201,87;166,88;166,88
17.04.2022;00:00;160,22;146,09;160,22;160,22;160,22;160,22;160,22;166,77;160,22;110,71;37,03;170,91;160,22;-;214,1;160,22;160,22
17.04.2022;01:00;139,97;130,63;139,97;139,97;139,97;139,97;139,97;158,86;139,97;99,18;35,05;164,02;139,97;-;196,2;139,97;139,97
17.04.2022;02:00;121,76;122,95;132,9;142,07;121,76;128,46;142,07;148,36;123,72;96,68;35,22;159,41;121,76;-;201,86;123,72;121,76
17.04.2022;03:00;123,38;117,93;123,38;123,38;123,38;123,38;123,38;144,25;123,38;94,49;37,44;157,34;123,38;-;196,3;123,38;123,38
17.04.2022;04:00;133,96;125,16;133,96;133,96;133,96;133,96;133,96;144,55;133,96;95,83;41,75;156,94;133,96;-;190,08;133,96;133,96
17.04.2022;05:00;139,96;126,44;139,96;139,96;139,96;139,96;139,96;144,58;139,96;95,93;44,17;159,7;106,67;-;191,41;139,96;106,67
17.04.2022;06:00;146,1;130,19;146,1;146,1;146,1;146,1;146,1;150,93;146,1;98,62;45,32;162,04;98,62;-;191,4;146,1;98,62
17.04.2022;07:00;144,01;131,68;144,01;144,01;144,01;144,01;144,01;148,77;144,01;106,4;50,93;155,92;122,36;-;191,4;144,01;122,36
17.04.2022;08:00;133,55;127,5;133,55;133,55;133,55;133,55;133,55;153,6;133,55;108,31;66,23;139,53;133,55;-;139,52;133,55;133,55
17.04.2022;09:00;100;101,98;100;100;100;100;100;159,3;100;90,61;69,27;102,62;100;-;187,14;100;100
17.04.2022;10:00;75,92;81,22;75,92;75,92;75,92;75,92;75,92;159,86;75,92;75,92;64,09;62,11;75,92;-;165,4;75,92;75,92
17.04.2022;11:00;41,29;52,99;15,2;41,29;41,29;60,14;29,65;161,08;44,85;57,57;41,29;49,29;41,29;-;183;44,85;41,29
17.04.2022;12:00;20,73;34,69;-20;23,94;23,94;50,08;2,64;150,01;26,29;50,67;23,94;23,79;26,29;-;183;26,29;26,29
17.04.2022;13:00;0,07;18,35;-35,06;13,16;13,16;25,21;-15,53;127,22;4,87;50,44;13,16;0,31;4,87;-;30;4,87;4,87
17.04.2022;14:00;0;16,91;0;13,14;13,14;0;0;97,25;0;50,29;13,14;-1;0;-;10;0;0
17.04.2022;15:00;0,08;15,13;0,08;13,18;13,18;0,08;0,08;70,03;0,08;56,03;13,18;0,41;0,08;-;30;0,08;0,08
17.04.2022;16:00;15;28,51;15;18,16;20,51;15;15;93,64;15;67,35;20,51;18,49;15;-;109,24;15;15
17.04.2022;17:00;66,2;72,07;66,2;66,2;60,69;66,2;66,2;107,47;66,2;77,7;60,69;89,04;66,2;-;191,4;66,2;66,2
17.04.2022;18:00;158,02;145,01;158,02;158,02;158,02;158,02;158,02;166,74;158,02;94,85;69,46;157,97;158,02;-;215,48;158,02;158,02
17.04.2022;19:00;182,55;167,05;182,55;182,55;182,55;182,55;182,55;182,45;182,55;120,57;70,45;186,25;182,55;-;234,33;182,55;182,55
17.04.2022;20:00;191,54;175,89;191,54;191,54;191,54;191,54;191,54;185,41;191,54;140,01;73,52;195,05;191,54;-;237,92;191,54;191,54
17.04.2022;21:00;187,88;173,34;190,73;187,88;187,88;189,59;194,5;185,42;188,08;129,49;72,58;192,68;187,88;-;234,33;188,08;188,08
17.04.2022;22:00;171,46;158,56;171,46;171,46;171,46;171,46;171,46;179,99;171,46;109,29;69,46;185,15;171,46;-;222,19;171,46;171,46
17.04.2022;23:00;158,07;144,7;158,07;158,07;158,07;158,07;158,07;163,3;158,07;89,29;63,23;169,44;158,07;-;190,08;158,07;158,07
18.04.2022;00:00;95,9;98;95,9;95,9;95,9;95,9;95,9;108,13;95,9;95,9;67,94;134,72;95,9;-;199,57;95,9;95,9
18.04.2022;01:00;81;82,92;81;81;81;81;81;83,68;81;81;64,4;116;81;-;201,19;81;81
18.04.2022;02:00;84;84,37;84;84;84;84;84;86,78;84;84;64,8;104,45;84;-;200,8;84;84
18.04.2022;03:00;81;82,28;81;81;81;81;81;83,68;81;81;67,85;105,6;81;-;190;81;81
18.04.2022;04:00;85,25;87,95;85,25;85,25;85,25;85,25;85,25;88,07;85,25;85,25;83,21;114,22;85,25;-;183,98;85,25;85,25
18.04.2022;05:00;92,31;94,55;92,31;92,31;90,09;92,31;92,31;95,26;92,31;92,31;90,09;118,46;92,31;-;201,81;92,31;92,31
18.04.2022;06:00;95,23;111,37;102,82;127,21;127,21;100,94;127,21;131,01;95,23;95,23;92,94;130,08;95,23;-;213,68;95,23;95,23
18.04.2022;07:00;105;124,04;113,98;144,59;144,59;112,53;144,59;148,91;105;105;102,48;137,72;105;-;213,69;105;105
18.04.2022;08:00;108,65;123,97;118,82;139,97;139,97;120,57;139,97;144,15;108,65;108,65;106,04;128,19;108,65;-;199,86;108,65;108,65
18.04.2022;09:00;101,18;122,32;111,04;145,88;145,88;121,77;147,11;151,97;104,5;101,18;98,75;116,3;101,18;-;183;104,5;104,5
18.04.2022;10:00;95,51;99,18;93,35;95,51;95,51;97,49;94,28;158,76;95,87;95,51;82,13;87,08;95,51;-;177;95,87;95,87
18.04.2022;11:00;82,92;86,46;75,38;82,92;82,92;89,89;78,72;153,21;84,18;82,92;77,81;60,16;82,92;-;183;84,18;84,18
18.04.2022;12:00;75,98;77,99;54,29;75,98;75,98;95,9;63,89;151,31;79,6;75,98;72,02;36,96;75,98;-;150;79,6;79,6
18.04.2022;13:00;61,17;63,61;59;61,17;61,17;63,15;59,96;130,02;61,53;69,21;61,17;12,2;61,17;-;61,53;61,53;61,53
18.04.2022;14:00;45;45,13;45;45;45;45;45;50,02;45;71,88;45;14,53;45;-;45;45;45
18.04.2022;15:00;60,58;60,96;60,58;60,58;60,58;60,58;60,58;77,61;60,58;73,83;59,97;35,04;60,58;-;60,58;60,58;60,58
18.04.2022;16:00;82,92;87,06;82,92;82,92;82,92;82,92;82,92;154,46;82,92;83,82;72,9;66,07;82,92;-;128,08;82,92;82,92
18.04.2022;17:00;121,25;123,27;121,25;121,25;121,25;121,25;121,25;175,8;121,25;121,25;81,56;128,57;121,25;-;196,25;121,25;121,25
18.04.2022;18:00;189,84;176,1;189,84;189,84;189,84;189,84;189,84;179,13;189,84;161,88;82,94;184,26;189,84;-;229,68;189,84;189,84
18.04.2022;19:00;240,3;216,71;240,3;240,3;240,3;240,3;240,3;186,71;240,3;144,74;160,02;210,22;240,3;-;251,05;240,3;313,51
18.04.2022;20:00;250,73;228,88;250,73;250,73;250,73;250,73;250,73;194,31;250,73;176,36;160,06;231,84;250,73;-;255,1;255,1;331,36
18.04.2022;21:00;226,6;213,72;236,11;226,6;226,6;229,75;250;202,31;227,09;155,61;160,01;210,25;226,6;-;258,18;227,09;266,17
18.04.2022;22:00;221,23;196,24;221,23;221,23;221,23;221,23;221,23;201,25;221,23;136,87;71,26;200,64;221,23;-;246,57;221,23;257,32
18.04.2022;23:00;202;180,71;202;202;202;202;202;195,54;202;123,19;64,18;190,93;202;-;225,68;202;225,68
19.04.2022;00:00;205;184,47;205;205;205;205;205;192,99;205;106,76;102,65;191,78;205;-;221,6;205;205
19.04.2022;01:00;192,98;173,34;192,98;192,98;192,98;192,98;192,98;187,38;192,98;101,34;79,57;187,55;192,98;-;194,49;192,98;192,98
19.04.2022;02:00;191,14;171,64;191,14;191,14;191,14;191,14;191,14;185,6;191,14;99,83;79,94;184,66;191,14;-;191,15;191,15;191,14
19.04.2022;03:00;190,95;171,7;190,95;190,95;190,95;190,95;190,95;185,41;190,95;102,12;81,33;183,18;190,95;-;190,95;190,95;190,95
19.04.2022;04:00;190;171,91;190;190;190;190;190;185,97;190;109,41;84,14;181,51;190;-;197,59;190;190
19.04.2022;05:00;200,61;184,49;200,61;200,61;200,61;200,61;200,61;192,53;200,61;119,2;119,2;194,23;200,61;-;226,18;200,61;230,11
19.04.2022;06:00;251,27;231,9;251,27;251,27;251,27;251,27;251,27;196,88;251,27;180,04;180,04;235,06;251,27;-;261,68;261,68;253,81
19.04.2022;07:00;291,43;266,96;291,43;291,43;291,43;291,43;291,43;204,7;291,43;148,96;291,43;251,49;291,43;-;291,43;291,43;296,55
19.04.2022;08:00;295,43;279,76;295,43;295,43;295,43;295,43;295,43;285,98;295,43;172,91;295,43;255,03;295,43;-;295,43;295,43;295,43
19.04.2022;09:00;255,71;244,46;255,71;255,71;255,71;255,71;255,71;247,53;255,71;166,97;249,57;235,01;255,71;-;255,71;255,71;278,56
19.04.2022;10:00;232,54;217,45;212,53;222,8;232,54;244,87;222,8;202,89;235,75;138,57;226,96;216,44;235,75;-;244,87;244,87;256,88
19.04.2022;11:00;207,71;201,03;195,33;202,04;207,71;216,25;202,04;193,53;227,95;131,71;202,72;204,08;227,95;-;228,64;228,64;253,51
19.04.2022;12:00;193,56;190,96;174,23;193,56;193,56;214,09;176,6;189,69;221,6;131,69;188,92;195,02;221,6;-;221,6;221,6;245,42
19.04.2022;13:00;187,06;183,86;166,92;187,06;187,06;200,73;177,81;185,28;214,98;121,97;182,57;183,09;214,98;-;211,33;214,98;241,31
19.04.2022;14:00;176,57;177,52;169,77;176,57;176,57;195,01;159,9;182,22;214,93;115,48;172,33;175,04;214,93;-;214,93;214,93;224,29
19.04.2022;15:00;176,11;176,6;163,28;176,11;176,11;196,42;158,66;181,75;214,64;115,48;171,89;173,61;214,64;-;214,64;214,64;226,22
19.04.2022;16:00;168,94;176,09;163,29;168,94;168,94;186,77;158,89;184,18;214,94;127,69;164,88;183,54;214,94;-;222,71;222,71;238,97
